Date,Time,Point,Comment,Weather
2021-05-05,,isogo,南桟橋奥でサビキ釣りでメジナ26僂釣れていました。他にもアジを数匹お持ちでした。(磯子10:52）。,曇
2021-05-05,2021-05-05 04:27:00,daikoku,今朝の大黒は、南西の風が強く吹いています。予報では天気は下り坂となっており、気温は21度前後まで上がるようです。午後からも南西の風が強まりそうですので、飛ばされやすいお荷物やお子様には充分ご注意ください。『出来るだけ静かな釣りを心がけて頂きますようお願い致します。』本日も大変混雑が予想されます。ご了解の程お願い申し上げます。,曇
2021-05-05,2021-05-05 07:10:00,isogo,今朝の磯子は晴れていますが、南西の風が強き、横浜地方には「強風注意報」が出ています。午後からは雨模様の予報も出ていますのでご注意ください。本日の潮；小潮、満潮；1:01/10:40、干潮；6:43/18:21天気；晴れ、水温17.5℃、気温19.5℃、風；南西8〜12m/s。,曇
2021-05-05,2021-05-05 07:11:00,daikoku,桟橋全体でカタクチイワシが釣れています。本日は良型が多いようです。ただ、南西の風が10ｍ以上吹いていますので釣りづらい状況です。(大黒7:11)。,曇
2021-05-05,2021-05-05 10:22:00,daikoku,ケーソンへの落とし込み釣りで、クロダイ47cmがあがりました。釣り場は、南西の風が強く吹いています。(大黒10:22)。,曇
2021-05-05,2021-05-05 11:52:00,isogo,南西風が強く吹き、時より15ｍ前後の突風も吹きます。風向きの関係で南桟橋はとても釣り辛く、東桟橋は混雑しています。(磯子11:52)。,曇
2021-05-05,2021-05-05 12:25:00,daikoku,内側手前付近で、タコが上がっています。シリヤケイカ狙いで、イカの餌木に抱いてきたそうです。(大黒12:25)。,曇
2021-05-05,2021-05-05 16:17:00,daikoku,外側手前で、フッコ49cmがルアー(VJ)で上がっています。(大黒16:17)。,曇
2021-05-05 00:00:00,2021-05-05 00:00:00,honmoku,天気：曇り気温：12.0℃水温：16.5℃風向：南風速：1〜8ｍ潮：小潮満潮：1：13／11：02干潮：8：06／18：47警報/注意報：強風。,曇
2021-05-05 00:00:00,2021-05-05 04:27:00,daikoku,今朝の大黒は、南西の風が強く吹いています。予報では天気は下り坂となっており、気温は21度前後まで上がるようです。午後からも南西の風が強まりそうですので、飛ばされやすいお荷物やお子様には充分ご注意ください。『出来るだけ静かな釣りを心がけて頂きますようお願い致します。』本日も大変混雑が予想されます。ご了解の程お願い申し上げます。,曇
2021-05-05 00:00:00,2021-05-05 07:10:00,isogo,今朝の磯子は晴れていますが、南西の風が強き、横浜地方には「強風注意報」が出ています。午後からは雨模様の予報も出ていますのでご注意ください。本日の潮；小潮、満潮；1:01/10:40、干潮；6:43/18:21天気；晴れ、水温17.5℃、気温19.5℃、風；南西8〜12m/s。,曇
2021-05-05 00:00:00,2021-05-05 07:11:00,daikoku,桟橋全体でカタクチイワシが釣れています。本日は良型が多いようです。ただ、南西の風が10ｍ以上吹いていますので釣りづらい状況です。(大黒7:11)。,曇
2021-05-05 00:00:00,2021-05-05 10:22:00,daikoku,ケーソンへの落とし込み釣りで、クロダイ47cmがあがりました。釣り場は、南西の風が強く吹いています。(大黒10:22)。,曇
2021-05-05 00:00:00,2021-05-05 10:52:00,isogo,南桟橋奥でサビキ釣りでメジナ26僂釣れていました。他にもアジを数匹お持ちでした。(磯子10:52）。,曇
2021-05-05 00:00:00,2021-05-05 10:58:00,isogo,東桟橋でメバル17僂落とし込み釣りで釣れていました。(磯子10:58）。,曇
2021-05-05 00:00:00,2021-05-05 11:52:00,isogo,南西風が強く吹き、時より15ｍ前後の突風も吹きます。風向きの関係で南桟橋はとても釣り辛く、東桟橋は混雑しています。(磯子11:52)。,曇
2021-05-05 00:00:00,2021-05-05 12:25:00,daikoku,内側手前付近で、タコが上がっています。シリヤケイカ狙いで、イカの餌木に抱いてきたそうです。(大黒12:25)。,曇
2021-05-05 00:00:00,2021-05-05 14:43:00,isogo,東桟橋入口でメバルが釣れていました。他にもアジ、ウミタナゴ等が釣れています。(磯子14:43）。,曇
2021-05-05 00:00:00,2021-05-05 14:46:00,isogo,東桟橋奥で落とし込み釣りで良型のカサゴが釣れています。餌はイワシをお使いでした。(磯子14:46）。,曇
2021-05-05 00:00:00,2021-05-05 15:34:00,daikoku,桟橋安全巡回時の釣果情報内側中央/カタクチイワシ内側先端/コノシロ外側先端/カタクチイワシ外側手前/カタクチイワシ(大黒15:34）。,曇
2021-05-05 00:00:00,2021-05-05 16:17:00,daikoku,外側手前で、フッコ49cmがルアー(VJ)で上がっています。(大黒16:17)。,曇
2021-05-05 00:00:00,2021-05-05 16:47:00,daikoku,桟橋安全巡回時の釣果情報外側先端/カタクチイワシ(大黒16:47）。,曇
2021-05-06,,daikoku,桟橋安全巡回時の釣果情報内側先端/アジ外側先端/アジ・カタクチイワシケーソン/メジナ/海苔エサの落とし込み釣りです。(大黒16:40）。,晴れ
2021-05-06,,daikoku,桟橋安全巡回時の釣果情報内側手前/シリヤケイカ/餌木のカラーはピンクです。内側先端/カタクチイワシ外側中央/コノシロ(大黒15:15）。,晴れ
2021-05-06,,daikoku,厚く垂れこめていた雲もようやく薄れ青空が広がってきました。午前中は皆さん防寒着を着ていましたが、気温もどんどん上がってきています。（大黒14:21)。,
2021-05-06,,daikoku,桟橋安全巡回時の釣果情報ケーソン/ソイ18内側中央/メジナ25僉Ε轡螢筌吋ぅ・カタクチイワシ/メジナはサビキ釣りです。シリヤケイカは、HITしたレッドの餌木を公開して頂きました。外側先端/アジ23僉Εタクチイワシ・コノシロ(大黒11:44）。,曇り
2021-05-06,,daikoku,,曇り
2021-05-06,,daikoku,外側先端の投げサビキでイシモチ（28cm）が釣れていました。本日もサビキ釣りのカタクチイワシとコノシロは好調で、釣り場全体で釣れています。（大黒7:36）。,曇り
2021-05-06,,daikoku,ケーソンの溝やヘチ落とし込みで、クロダイが2匹釣れています。また、内側中央のサビキ釣りでもクロダイが釣れていました。（大黒7：33）。,曇り
2021-05-06,,daikoku,雨は一時止みましたが、ときどき小雨がパラついています。朝の数投でいきなりタコ（2.01kg）があがりました。場所は内側手前付近です。（大黒6：48）。,曇り時々雨
2021-05-06,,honmoku,天気：雨気温：16.0℃水温：16.5℃風向：北西風速：1〜3ｍ潮：長潮満潮：02：09／13：22干潮：08/：06／19：52警報/注意報：なし。,雨
2021-05-06,,isogo,東桟橋奥よりでタコテンヤ釣りのお客様がタコ2.2圓鯆爐蠅△欧泙靴拭(磯子12:05）。,曇り
2021-05-06,,isogo,南桟橋でカワハギ30僂上がりました。本命はシマダイ狙いだそうですが、見事に巨大カワハギGET!です。(磯子12:00）。,曇り
2021-05-06,2021-05-06 04:36:00,daikoku,今朝の大黒は、気温は16.0℃ですが雨が降っています。雨はこのあと止んで昼過ぎからは晴れ、最高気温が22℃ほどまで上がる予報です。午前中は北風が強まる時間帯もありますが次第に東風に変わり風は弱くなります。『出来るだけ静かな釣りを心がけて頂きますようお願い致します』。,雨
2021-05-06,2021-05-06 07:17:00,isogo,今朝の磯子は小雨が残っていますが、これから回復して来るようです。本日の潮；長潮、満潮；1:55/13:07、干潮；7:58/19:37天気；曇り、水温17.0℃、気温17.0℃、風；北北西3〜6m/s。,雨
2021-05-06,2021-05-06 09:31:00,daikoku,外側先端のイワシ泳がせ釣りで、ヒラメ37cmがあがりました。釣り場は、小雨が降り続いています。(大黒9:31)。,雨
2021-05-06,2021-05-06 09:33:00,isogo,南桟橋の中央寄りで、まだ数は多くはありませんがアジ・イワシが釣れています。(磯子9:33)。,曇り
2021-05-06,2021-05-06 09:43:00,isogo,南桟橋のサビキ釣り、写真では数匹落ちてしまいましたが、イワシのパーフェクトが見られました。やっと雨も上がり、日が射してきました。(磯子9:43)。,曇り
2021-05-06,2021-05-06 10:00:00,isogo,南桟橋管理棟近くでは、浮きフカセでクロダイがあがりました。(磯子10:00)サイズアップ(43cm)して、綺麗なクロダイを追釣されました。「もう一枚！」と気合を入れたお言葉を頂戴しました。(磯子13:26)。,曇り
2021-05-06,2021-05-06 13:20:00,daikoku,外側先端のイワシ泳がせ釣りで、スズキ72cmがあがりました。釣り場は、日差しがあり気温が上昇しています。(大黒13:20)。,晴れ
2021-05-06,2021-05-06 14:40:00,isogo,昼過ぎにお帰りのお客様が、37僂離レイをお持ちでした。(磯子14:40)。,晴れ
2021-05-06,2021-05-06 14:45:00,isogo,東桟橋の浮きフカセでも良型のクロダイが釣れています。50僂47傳暇腓持ちです。他にもシマダイを釣られています。(磯子14:45)。,晴れ
2021-05-06 00:00:00,2021-05-06 00:00:00,daikoku,雨は一時止みましたが、ときどき小雨がパラついています。朝の数投でいきなりタコ（2.01kg）があがりました。場所は内側手前付近です。（大黒6：48）。,雨
2021-05-06 00:00:00,2021-05-06 00:00:00,honmoku,天気：雨気温：16.0℃水温：16.5℃風向：北西風速：1〜3ｍ潮：長潮満潮：02：09／13：22干潮：08/：06／19：52警報/注意報：なし。,雨
2021-05-06 00:00:00,2021-05-06 04:36:00,daikoku,今朝の大黒は、気温は16.0℃ですが雨が降っています。雨はこのあと止んで昼過ぎからは晴れ、最高気温が22℃ほどまで上がる予報です。午前中は北風が強まる時間帯もありますが次第に東風に変わり風は弱くなります。『出来るだけ静かな釣りを心がけて頂きますようお願い致します』。,雨
2021-05-06 00:00:00,2021-05-06 07:17:00,isogo,今朝の磯子は小雨が残っていますが、これから回復して来るようです。本日の潮；長潮、満潮；1:55/13:07、干潮；7:58/19:37天気；曇り、水温17.0℃、気温17.0℃、風；北北西3〜6m/s。,雨
2021-05-06 00:00:00,2021-05-06 07:36:00,daikoku,外側先端の投げサビキでイシモチ（28cm）が釣れていました。本日もサビキ釣りのカタクチイワシとコノシロは好調で、釣り場全体で釣れています。（大黒7:36）。,雨
2021-05-06 00:00:00,2021-05-06 09:31:00,daikoku,外側先端のイワシ泳がせ釣りで、ヒラメ37cmがあがりました。釣り場は、小雨が降り続いています。(大黒9:31)。,雨
2021-05-06 00:00:00,2021-05-06 09:33:00,isogo,南桟橋の中央寄りで、まだ数は多くはありませんがアジ・イワシが釣れています。(磯子9:33)。,雨
2021-05-06 00:00:00,2021-05-06 09:43:00,isogo,南桟橋のサビキ釣り、写真では数匹落ちてしまいましたが、イワシのパーフェクトが見られました。やっと雨も上がり、日が射してきました。(磯子9:43)。,雨
2021-05-06 00:00:00,2021-05-06 10:00:00,isogo,南桟橋管理棟近くでは、浮きフカセでクロダイがあがりました。(磯子10:00)サイズアップ(43cm)して、綺麗なクロダイを追釣されました。「もう一枚！」と気合を入れたお言葉を頂戴しました。(磯子13:26)。,雨
2021-05-06 00:00:00,2021-05-06 11:44:00,daikoku,桟橋安全巡回時の釣果情報ケーソン/ソイ18内側中央/メジナ25僉Ε轡螢筌吋ぅ・カタクチイワシ/メジナはサビキ釣りです。シリヤケイカは、HITしたレッドの餌木を公開して頂きました。外側先端/アジ23僉Εタクチイワシ・コノシロ(大黒11:44）。,雨
2021-05-06 00:00:00,2021-05-06 12:00:00,isogo,南桟橋でカワハギ30僂上がりました。本命はシマダイ狙いだそうですが、見事に巨大カワハギGET!です。(磯子12:00）。,雨
2021-05-06 00:00:00,2021-05-06 12:05:00,isogo,東桟橋奥よりでタコテンヤ釣りのお客様がタコ2.2圓鯆爐蠅△欧泙靴拭(磯子12:05）。,雨
2021-05-06 00:00:00,2021-05-06 13:20:00,daikoku,外側先端のイワシ泳がせ釣りで、スズキ72cmがあがりました。釣り場は、日差しがあり気温が上昇しています。(大黒13:20)。,雨
2021-05-06 00:00:00,2021-05-06 14:21:00,daikoku,厚く垂れこめていた雲もようやく薄れ青空が広がってきました。午前中は皆さん防寒着を着ていましたが、気温もどんどん上がってきています。（大黒14:21)。,雨
2021-05-06 00:00:00,2021-05-06 14:40:00,isogo,昼過ぎにお帰りのお客様が、37僂離レイをお持ちでした。(磯子14:40)。,雨
2021-05-06 00:00:00,2021-05-06 14:45:00,isogo,東桟橋の浮きフカセでも良型のクロダイが釣れています。50僂47傳暇腓持ちです。他にもシマダイを釣られています。(磯子14:45)。,雨
2021-05-06 00:00:00,2021-05-06 15:15:00,daikoku,桟橋安全巡回時の釣果情報内側手前/シリヤケイカ/餌木のカラーはピンクです。内側先端/カタクチイワシ外側中央/コノシロ(大黒15:15）。,雨
2021-05-06 00:00:00,2021-05-06 16:40:00,daikoku,桟橋安全巡回時の釣果情報内側先端/アジ外側先端/アジ・カタクチイワシケーソン/メジナ/海苔エサの落とし込み釣りです。(大黒16:40）。,雨
2021-05-07 00:00:00,2021-05-07 00:00:00,daikoku,どんより曇ってきました。釣り場は混んできました。内側中央でシリヤケイカ、外側中央でサヨリ、全体でカタクチイワシが釣れています。(大黒9：50）。,曇
2021-05-07 00:00:00,2021-05-07 00:00:00,honmoku,天気：曇り気温：16℃水温：17.5℃風向：北東風速：0〜1ｍ潮：若潮満潮：2：45／14：32干潮：8：43／20：41警報/注意報：無。,曇
2021-05-07 00:00:00,2021-05-07 04:22:00,daikoku,今朝の大黒は、曇っていますが波・風ともに穏やかです。最高気温は20℃ほどで夕方に少し雨が降る予報となっています。また、夕方に一時風も強まりそうです。雨具を用意の上お越し下さい。『出来るだけ静かな釣りを心がけて頂きますようお願い致します』。,曇
2021-05-07 00:00:00,2021-05-07 07:18:00,isogo,今朝の磯子は晴れて風も強くありません。一日穏やかなようですが、午後から雨が降るような予報も出ています。念のため、雨具の用意をお願いします。本日の潮；若潮、満潮；2:31/14:30、干潮；8:40/20:33天気；晴れ、水温17.5℃、気温18.0℃、風；東2〜3m/s。,曇
2021-05-07 00:00:00,2021-05-07 07:33:00,daikoku,内側中央から先端付近で、イワシが鈴なりとなっています。内側中央では、ピンクのエギでシリヤケイカがあがりました。(大黒7:33)。,曇
2021-05-07 00:00:00,2021-05-07 11:44:00,daikoku,桟橋安全巡回時の釣果情報内側先端/アジ22僉Εぅ轡皀30僉Εタクチイワシ/イシモチは、カタクチイワシの泳がせ釣りです。外側先端/カタクチイワシ外側中央/サヨリ・カタクチイワシ(大黒11:44）。,曇
2021-05-07 00:00:00,2021-05-07 12:05:00,isogo,南桟橋売店近くと中央トイレ寄りでアジが釣れています。(磯子12:05)。,曇
2021-05-07 00:00:00,2021-05-07 12:10:00,isogo,中央桟橋の投げ釣りで、イシモチが好調のようです。(磯子12:10)。,曇
2021-05-07 00:00:00,2021-05-07 12:15:00,isogo,東桟橋で1堋のタコを2杯お持ちでした。「3杯目は逃げられた、」との事でした。まだ時間はたっぷりありますので、追釣期待しましょう！(磯子12:15)。,曇
2021-05-07 00:00:00,2021-05-07 12:22:00,isogo,東桟橋では、良型のシロギスやカサゴが釣れています。(磯子12:22)。,曇
2021-05-07 00:00:00,2021-05-07 12:25:00,isogo,東桟橋の浮きフカセ、数はまだ出ていませんがメジナが釣れています。(磯子12:25)。,曇
2021-05-07 00:00:00,2021-05-07 14:49:00,daikoku,桟橋安全巡回時の釣果情報内側先端/フッコ40僉Εタクチイワシ/フッコは、カタクチイワシの泳がせ釣りです。外側先端/アジ/足元のサビキ釣りで釣れています。外側手前/コノシロケーソン/メジナ28/ジャリメの落とし込み釣りです。(大黒14:49）。,曇
2021-05-07 00:00:00,2021-05-07 14:53:00,isogo,南桟橋で浮きフカセ釣りでクロダイ48僂上がりました。付けエサはオキアミをご使用でした。(磯子14:53）。,曇
2021-05-07 00:00:00,2021-05-07 17:43:00,daikoku,桟橋安全巡回時の釣果情報内側先端/カタクチイワシ・コノシロ外側先端/アジ25外側手前/カタクチイワシ(大黒17:43）。,曇
2021-05-08 00:00:00,2021-05-08 00:00:00,honmoku,(5:00)天気：晴れ気温：13℃水温：17.0℃風向：南風速：0〜1.5ｍ潮：中潮満潮：3：14／15：22干潮：9：16／21：21警報/注意報：強風。,
2021-05-08 00:00:00,2021-05-08 04:18:00,daikoku,穏やかな朝を迎えています。日中もお天気が良さそうですが、朝晩の気温差が大きくなりそうです。温度調節のできる服装でお越し下さい。,
2021-05-08 00:00:00,2021-05-08 07:20:00,isogo,お昼過ぎからは、4m/s程度の南風が吹くようです。本日の潮；中潮、満潮；2:59/15:26、干潮；9:15/21:16天気；晴れ、水温18.0℃、気温19.0℃、風；無風。,晴れ
2021-05-08 00:00:00,2021-05-08 07:26:00,daikoku,現在、釣り場は混雑しています。よく晴れていて、波・風ともに穏やかです。ケーソンの溝や足元の落とし込みでクロダイやメジナが釣れています。（大黒7:26）。,晴れ
2021-05-08 00:00:00,2021-05-08 07:35:00,daikoku,内側先端と外側中央付近で、シリヤケイカが釣れています。本日はいまのところオレンジ系の餌木に乗ってきています。外側手前では、タコ（1.7kg）が上がりました。内側中央から先端を中心にカタクチイワシが釣れています。また、サヨリも多少釣れています。アジは今のところ確認できていません。（大黒7:35）。,晴れ
2021-05-08 00:00:00,2021-05-08 10:32:00,daikoku,本日は良く晴れ気温も上がっています。釣り場は多くのお客さまで混雑しています。今の時間、干潮時間で潮の動きが止まってしまっていますので魚の活性も無くなっています。本日はいい潮の濁りなので、これからの上げ潮時に期待です。マスク着用のほか、コロナ感染予防対策もお願いします。（大黒10:32）。,晴れ
2021-05-08 00:00:00,2021-05-08 12:26:00,isogo,南桟橋アジ狙いのサビキ釣りにコノシロ25〜27僂つれています。また、東桟橋でも上がっています。(磯子12:26)。,晴れ
2021-05-08 00:00:00,2021-05-08 12:30:00,isogo,東桟橋浮きフカセ釣りでメバル19僂釣れました。他にカサゴなども上がっています。(磯子12:30)。,晴れ
2021-05-08 00:00:00,2021-05-08 12:38:00,isogo,東桟橋浮きフカセ釣りでメジナが釣れました。また、アジもポツポツ上がっています。(磯子12:38)。,晴れ
2021-05-08 00:00:00,2021-05-08 14:16:00,daikoku,桟橋巡回情報内外でカタクチイワシ・コノシロが釣れています。内側先端シリヤケイカ外側先端カサゴアジの回遊はまだのようです。,曇り
2021-05-08 00:00:00,2021-05-08 14:35:00,isogo,南桟橋奥で29cmのサバが上がっております。他にアジも釣られております。(磯子14:35)。,晴れ
2021-05-08 00:00:00,2021-05-08 14:45:00,isogo,中央桟橋の投げ釣りで40cmのアナゴが上がりました。(磯子14:45)。,晴れ
