daikoku,晴,17.0,313.0,本日も、大黒海づり施設にご来場頂きましてありがとうございました。本日の大黒は、朝方に日差しはありましたが、午後から南寄りの風と小雨が気になる一日となりました。釣果は、サビキ釣りで限られた場所ですが、イワシ、コノシロが釣れご家族づれにも楽しんで頂けました。夕方には、アジも釣れています。また、クロダイを専門に狙われている方は好調で、良型があがっています。明日は曇りの予報ですが、北寄りの風が強く吹きそうです。日没後は、急激に暗くなりますので、ヘッドライト等の照明器具をご用意下さい。皆様のご来場をお待ちしています。■朝5時を目安に駐車場を開けます。お車を駐車場に停めたのち、管理棟で入場整理券を配布致しますので、釣りをされます小学生以上のお客さまはご自身で整理券をお受け取り下さい。(代表の方が他の方の分を受け取る事は出来ませんのでご注意下さい)■ご来場の際には、必ずマスクの着用をお願い致します。■釣り餌売店の営業時間は6:00〜18:00です。貸し竿の最終受け付けは15:30迄で、返却時刻は17:30となっています。※「釣果情報」は、お客様のお帰り時の聞き取り調査の集計となります。(大黒19:21),小潮,2021-04-04 19:21:00
daikoku,雨,17.0,130.0,本日も、大黒海づり施設にご来場頂きましてありがとうございました。本日の大黒は北寄りの風が強く、予報よりも雨の降る時間が長い寒い日となりました。釣果ではコブダイこそ出ましたが、全体的に寂しい結果となりました。明日は晴れるようですが、北寄りの風は残りそうです。日没後は、急激に暗くなりますので、ヘッドライト等の照明器具をご用意下さい。皆様のご来場をお待ちしています。■朝5時を目安に駐車場を開けます。お車を駐車場に停めたのち、管理棟で入場整理券を配布致しますので、釣りをされます小学生以上のお客さまはご自身で整理券をお受け取り下さい。(代表の方が他の方の分を受け取る事は出来ませんのでご注意下さい)■ご来場の際には、必ずマスクの着用をお願い致します。■釣り餌売店の営業時間は6:00〜18:00です。貸し竿の最終受け付けは15:30迄で、返却時刻は17:30となっています。※「釣果情報」は、お客様のお帰り時の聞き取り調査の集計となります。(大黒19:15),小潮,2021-04-05 19:15:00
daikoku,曇,16.0,222.0,本日も大黒海づり施設にご来場頂きましてありがとうございました。暖かさに体が慣れてしまったせいか、北寄りの風が冷たく感じる一日となりました。釣果の方は上向きになってきたようでクロダイが17匹も釣れ、バラシも多数あったようです。サビキ釣りもアジ、イワシ、コノシロ共に数を伸ばしています。また、待っていた方も多いと思われるシリヤケイカが8杯上がっています。ナイトゲームのメバル・カサゴですが、良型も出始めていますのでヘッドライト等の照明器具をご用意の上、狙ってみて下さい。明日は太陽が顔を出し南寄りの風が吹くようですが、気温は15°C止まりの予報になっていますので、防寒の用意があると安心です。皆様のご来場をお待ちしております。■朝5時を目安に駐車場を開けます。お車を駐車場に停めたのち、管理棟で入場整理券を配布致しますので、釣りをされます小学生以上のお客さまはご自身で整理券をお受け取り下さい。(代表の方が他の方の分を受け取る事は出来ませんのでご注意下さい)■ご来場の際には、必ずマスクの着用をお願い致します。■釣り餌売店の営業時間は6:00〜18:00です。貸し竿の最終受け付けは15:30迄で、返却時刻は17:30となっています。※「釣果情報」は、お客様のお帰り時の聞き取り調査の集計となります。(大黒19:32),長潮,2021-04-06 19:32:00
daikoku,晴,16.0,262.0,本日も大黒海づり施設にご来場頂きましてありがとうございました。日中は暖くなりましたが、朝夕は風が冷たく上着が必要な一日となりました。釣果の方はサビキでは、イワシが桟橋外側で釣れ始め、最終的には内外両側で、1人で100匹を超える釣果をお持ちの方が数名いました。クロダイが本日も好調で18匹釣れ、シリヤケイカが10杯と昨日に続き釣果が出始めています。ナイトゲームのメバル・カサゴですが、年間大物賞候補の29cmメバルが上がっています。ナイトゲームをされますお客様は、ヘッドライト等の照明器具をご用意の上お越し下さい。明日は一日晴れ、最高気温は19°Cとなっております。朝夕は、まだ寒さを感じますので上着が必要です。皆様のご来場をお待ちしております。■朝5時を目安に駐車場を開けます。お車を駐車場に停めたのち、管理棟で入場整理券を配布致しますので、釣りをされます小学生以上のお客さまはご自身で整理券をお受け取り下さい。(代表の方が他の方の分を受け取る事は出来ませんのでご注意下さい)■ご来場の際には、必ずマスクの着用をお願い致します。■釣り餌売店の営業時間は6:00〜18:00です。貸し竿の最終受け付けは15:30迄で、返却時刻は17:30となっています。※「釣果情報」は、お客様のお帰り時の聞き取り調査の集計となります。(大黒19:43),若潮,2021-04-07 19:43:00
daikoku,晴,16.0,176.0,本日も大黒海づり施設にご来場頂きましてありがとうございました。南寄りの風が時折強めに吹く時間帯もありましたが、この時期らしい気候となりました。まだ上着があった方が安心なようです。釣果ですが、魚種は数多くなりましたが、昨日まで好調だったクロダイやサビキ釣りの釣果が伸び悩みました。アジも場所限定で一人で20匹ほど釣られていましたので当たり外れが大きかった様です。シリヤケイカ狙いのエギンガーの皆様はそこそこ楽しめたようです。ナイトゲームのカサゴ・メバルは本日も良型が釣れています。明日は北の風に変わり気温は14°Cまでしか上がらない予報になっておりますので厚着がお勧めです。明日、金曜日は『濱ともカード』の日です。受付にてご提示頂きますと当日券が半額となります。皆様のご来場をお待ちしております。■朝5時を目安に駐車場を開けます。お車を駐車場に停めたのち、管理棟で入場整理券を配布致しますので、釣りをされます小学生以上のお客さまはご自身で整理券をお受け取り下さい。(代表の方が他の方の分を受け取る事は出来ませんのでご注意下さい)■ご来場の際には、必ずマスクの着用をお願い致します。■釣り餌売店の営業時間は6:00〜18:00です。貸し竿の最終受け付けは15:30迄で、返却時刻は17:30となっています。※「釣果情報」は、お客様のお帰り時の聞き取り調査の集計となります。(大黒19:40),中潮,2021-04-08 19:40:00
daikoku,晴,16.0,185.0,本日もご来場頂きましてありがとうございます。閉場間際に少し雨がぱらつきましたが日中は時々太陽も顔を出して釣り易い一日となりました。釣果は場所によりバラつきがありますがアジが朝夕に釣れ、数を伸ばした方もいらっしゃいました。サビキ釣りのシコイワシは残念ながら、あまり群れが回ってきてくれませんでした。エギングのシリヤケイカがいよいよシーズンインし毎日釣果が伸びていますが、明日は予約状況から開場早々「釣り方制限」になる可能性が高くなっています。「釣り方制限」になった場合はアンダースローでの投入となります。ご了承下さい。【週末の予約状況】4/10(土)インターネット/満電話/満4/11(日)インターネット/満電話/満(土)(日)(祭日)は『事前予約制』をスタートいたしました。詳しくは、H.Pの『What'sNew』をご覧ください。■重複予約や無断キャンセル及び度重なるキャンセルは次回からの予約が出来なくなる場合もございます。適切な人数の予約をお願い致します。キャンセル、変更は出来るだけお早めにお願い致します。■4月の営業時間は6時〜19時//最終入場受付は18時です。■駐車場は5時からのご利用となります。※バイク、自転車、徒歩の方もお車と同様です。■売店の営業時間...6時〜18時★貸し竿受付は6時〜15時30分まで、返却時間は17時30分迄です。■ご来場の際には、必ずマスクの着用をお願い致します。(大黒19:30),中潮,2021-04-09 19:30:00
daikoku,晴,15.5,340.0,本日は、大黒海づり施設にご来場頂きありがとうございます。また、日中の「釣り方制限」に対するご協力も頂き、ありがとうございました。本日の大黒は、朝晩は冷え込んでいるものの、日差しに温かさを感じる一日となりました。釣果は、サビキ釣りで限られた場所ですが、アジ、イワシが釣れご家族づれにも楽しんで頂けました。ナイトゲ−ムでは、メバルが釣れています。また、メジナを専門に狙われている方は好調で、良型があがっています。明日は一日晴れ、最高気温は17°Cの予報ですが、朝夕は、まだ寒さを感じますので上着が必要です。日没後は、急激に暗くなりますので、ヘッドライト等の照明器具をご用意下さい。皆様のご来場をお待ちしています。■(土)(日)(祭日)は『事前予約制』をスタートいたしました。詳しくは、H.Pの『What'sNew』をご覧ください。【週末の予約状況】4/11(日)インターネット/満電話/満4/17(土)インターネット/満電話/満■重複予約や無断キャンセル及び度重なるキャンセルは、次回からの予約が出来なくなる場合もございますのでご注意下さい。「キャンセル、変更は出来るだけお早めにお願い致します」■4月の営業時間は6時〜19時//最終入場受付は18時です。■駐車場は5時からのご利用となります。※バイク、自転車、徒歩の方もお車と同様です。■売店の営業時間...6時〜18時貸し竿受付は6時〜15時30分まで、返却時間は17時30分迄です。■ご来場の際には、必ずマスクの着用をお願い致します。※「釣果情報」は、お客様のお帰り時の聞き取り調査の集計となります。(大黒19:35),大潮,2021-04-10 19:35:00
daikoku,晴,16.0,382.0,本日も、大黒海づり施設にご来場頂きましてありがとうございました。本日の大黒は、風が穏やかで日差しに温かさを感じられる一日となりました。釣果は、サビキ釣りで限られた場所ですが、イワシ、コノシロが釣れて楽しんで頂けました。夕方には、アジも釣れています。また、メジナを専門に狙われている方は好調で、多い方で5匹あがっています。明日は晴れの予報ですが、朝夕の寒暖差はありますので、厚着がお勧めです。日没後は、急激に暗くなりますので、ヘッドライト等の照明器具をご用意下さい。皆様のご来場をお待ちしています。■朝5時を目安に駐車場を開けます。お車を駐車場に停めたのち、管理棟で入場整理券を配布致しますので、釣りをされます小学生以上のお客さまは、ご自身で整理券をお受け取り下さい。(代表の方が他の方の分を受け取る事は出来ませんのでご注意下さい)■ご来場の際には、必ずマスクの着用をお願い致します。■釣り餌売店の営業時間は6:00〜18:00です。貸し竿の最終受け付けは15:30迄で、返却時刻は17:30となっています。※「釣果情報」は、お客様のお帰り時の聞き取り調査の集計となります。(大黒19:41),大潮,2021-04-11 19:41:00
daikoku,晴,16.0,226.0,本日も、大黒海づり施設にご来場頂きましてありがとうございました。今日の大黒は、日差しに春を感じられる穏やかな一日となりました。釣果は、サビキ釣りで限られた場所ですが、イワシ、アジが釣れています。また、エギングでシリヤケイカを専門に狙われている方は好調で、良型が数を伸ばしました。餌釣りのメジナ、クロダイですが、年間大物賞候補の42cmメジナがあがっています。明日は最高気温17°Cの予報ですが、昼前から弱雨が降る予想なので、雨具の準備が必要です。日没後は、急激に暗くなりますので、ヘッドライト等の照明器具をご用意下さい。皆様のご来場をお待ちしています。※平日は、予約制ではありません※■朝5時を目安に駐車場を開けます。お車を駐車場に停めたのち、管理棟で入場整理券を配布致しますので、釣りをされます小学生以上のお客さまは、ご自身で整理券をお受け取り下さい。(代表の方が他の方の分を受け取る事は出来ませんのでご注意下さい)■ご来場の際には、マスクの着用と検温をお願い致します。■釣り餌売店の営業時間は6:00〜18:00です。貸し竿の最終受け付けは15:30迄で、返却時刻は17:30となっています。※「釣果情報」は、お客様のお帰り時の聞き取り調査の集計となります。(大黒19:27)一部追加19:54,大潮,2021-04-12 19:27:00
daikoku,雨,16.0,104.0,本日も大黒海づり施設にご来場して頂きまして、ありがとうございます。朝から厚い雲に覆われて、雨が降る時間帯も有りました。南西風も強めに吹いて、桟橋はタフなコンディションでした。シリヤケイカが盛期に突入して、カラフルな餌木を駆使して釣果が出ています。サビキ釣りのアジは、生憎の雨が降り出した夕まずめに回って来て、まとまって釣れました。落とし込み釣りのクロダイは、50僂梁膩燭鯑に数が出ました。明日も不安定な天気で、朝・晩は雨が降ります、雨具のご用意をお願い致します。風も早朝から南西の強風が吹いて、昼を境に風向きが北東に変わり、次第に強くなっていきます。日中の最高気温は、21°Cまで上がる予報になっています。日没後は、急激に暗くなりますので、ヘッドライト等の照明器具をご用意下さい。皆様のご来場をお待ちしています。※平日は、予約制ではありません※■朝5時を目安に駐車場を開けます。お車を駐車場に停めたのち、管理棟で入場整理券を配布致しますので、釣りをされます小学生以上のお客さまは、ご自身で整理券をお受け取り下さい。(代表の方が他の方の分を受け取る事は出来ませんのでご注意下さい)■ご来場の際には、マスクの着用と検温をお願い致します。■釣り餌売店の営業時間は6:00〜18:00です。貸し竿の最終受け付けは15:30迄で、返却時刻は17:30となっています。※「釣果情報」は、お客様のお帰り時の聞き取り調査の集計となります。(大黒19:13),大潮,2021-04-13 19:13:00
daikoku,雨,16.5,98.0,本日も大黒海づり施設にご来場して頂きまして、ありがとうございます。朝から雨が降り、南西風も強めに吹く悪状況の中、ヘチ釣りのクロダイには良かったようで数が出ました。サビキ釣りでは、シコイワシは良かったのですが、夕まづめのアジは、強い北風と波も高くなり、良い結果が出ませんでした。シリヤケイカの好釣は続いています。閉場間際は真っ暗になりますので、ヘッドライト等の照明器具をご用意下さい。明日は晴れの予報が出ています。皆様のご来場をお待ちしています。※平日は、予約制ではありません※■朝5時を目安に駐車場を開けます。お車を駐車場に停めたのち、管理棟で入場整理券を配布致しますので、釣りをされます小学生以上のお客さまは、ご自身で整理券をお受け取り下さい。(代表の方が他の方の分を受け取る事は出来ませんのでご注意下さい)■ご来場の際には、マスクの着用と検温をお願い致します。■釣り餌売店の営業時間は6:00〜18:00です。貸し竿の最終受け付けは15:30迄で、返却時刻は17:30となっています。※「釣果情報」は、お客様のお帰り時の聞き取り調査の集計となります。(大黒19:30),中潮,2021-04-14 19:30:00
daikoku,晴,16.0,234.0,本日も大黒海づり施設にご来場頂きましてありがとうございました。朝は冷え込みましたが、日中は暖かく穏やかな天気になりました。夕マズメは冷たい風が吹き肌寒く感じました。釣果ですが、最近好調のシリヤケイカは本日も数が出ました。その他の釣りでは、クロダイの落とし込みが好調で、サビキ釣りは午後からイワシが好調でした。ルアー釣りでは、ヒラメが上がっていました。明日は日中は暖かくなる予報が出ていますが、朝夕は冷え込みますので、上着の用意をお忘れなくお越し下さい。明日、金曜日は『濱ともカード』の日です。受付にてご提示頂きますと当日券が半額となります。皆様のご来場をお待ちしております。■朝5時を目安に駐車場を開けます。お車を駐車場に停めたのち、管理棟で入場整理券を配布致しますので、釣りをされます小学生以上のお客さまはご自身で整理券をお受け取り下さい。(代表の方が他の方の分を受け取る事は出来ませんのでご注意下さい)■ご来場の際には、必ずマスクの着用をお願い致します。■釣り餌売店の営業時間は6:00〜18:00です。貸し竿の最終受け付けは15:30迄で、返却時刻は17:30となっています。※「釣果情報」は、お客様のお帰り時の聞き取り調査の集計となります。(大黒19:56),中潮,2021-04-15 19:56:00
daikoku,曇,16.0,226.0,本日も大黒海づり施設に、ご来場頂きましてありがとうございました。今日の大黒は、朝は冷えましたが、日中は暖かくなり釣り日和となりました。釣果は、午前中にコブダイ61cmが、かぶせ釣りで上がっていました。サビキでのイワシが好調で100匹を超える釣果をお持ちの方が数名いました。エギングのシリヤケイカがいよいよシーズンのようで釣果がでてきています。明日は一日雨予報となっていますので、雨具をお忘れなくお持ちください。また、朝夕はまだ冷えますので、上着の用意もお忘れなくお越し下さい。【週末の予約状況】4/17(土)は雨予報のためキャンセルが多く出ていますので、50名様以上空きがあります。生憎の天気ですが、予約の無い方も朝一からご入場して頂けますので、雨具をお忘れなくお越し下さい。4/18(日)インターネット/満電話/満■(土)(日)(祭日)は『事前予約制』をスタートいたしました。詳しくは、H.Pの『What'sNew』をご覧ください。■重複予約や無断キャンセル及び度重なるキャンセルは次回からの予約が出来なくなる場合もございます。適切な人数の予約をお願い致します。キャンセル、変更は出来るだけお早めにお願い致します。■4月の営業時間は6時〜19時//最終入場受付は18時です。■駐車場は5時からのご利用となります。※バイク、自転車、徒歩の方もお車と同様です。■売店の営業時間...6時〜18時★貸し竿受付は6時〜15時30分まで、返却時間は17時30分迄です。■ご来場の際には、必ずマスクの着用をお願い致します。(大黒19:37),中潮,2021-04-16 19:37:00
daikoku,雨,16.0,205.0,本日もご来場頂きましてありがとうございます。午前中は何とかお天気はもってくれましたが、午後からは雲も厚くなり小雨交じりのお天気となってしまいました。釣果はサビキ釣りのシコイワシが好調で時折、良型のコノシロも交じり初心者やファミリーの方もお楽しみ頂けたと思います。アジはポツポツと終日釣れていました。コマセをこまめに打ち込んでいる方が数を伸ばしています。ここ数日、数は多くはありませんが毎日ヒラメが釣れています。狙ってみるのも面白いと思います。エギングのシリヤケイカがいよいよシーズンインし毎日釣果が伸びていますが、明日は予約状況から開場早々「釣り方制限」になる可能性が高くなっています。「釣り方制限」になった場合はアンダースローでの投入となります。ご了承下さい。(土)(日)(祭日)は『事前予約制』をスタートいたしました。詳しくは、H.Pの『What'sNew』をご覧ください。■重複予約や無断キャンセル及び度重なるキャンセルは次回からの予約が出来なくなる場合もございますのでご注意下さい。「キャンセル、変更は出来るだけお早めにお願い致します」■4月の営業時間は6時〜19時//最終入場受付は18時です。■駐車場は5時からのご利用となります。※バイク、自転車、徒歩の方もお車と同様です。■売店の営業時間...6時〜18時★貸し竿受付は6時〜15時30分まで、返却時間は17時30分迄です。■ご来場の際には、必ずマスクの着用をお願い致します。(大黒19:45),中潮,2021-04-17 19:45:00
